rel_path,abs_path,class_id,label_idx,species_name,domain
train/photo/106461/154340.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\106461\154340.jpg,106461,20,Costus scaber Ruiz Pav.,field
train/photo/106461/154115.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\106461\154115.jpg,106461,20,Costus scaber Ruiz Pav.,field
train/photo/106461/154345.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\106461\154345.jpg,106461,20,Costus scaber Ruiz Pav.,field
train/photo/106461/154119.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\106461\154119.jpg,106461,20,Costus scaber Ruiz Pav.,field
train/photo/106461/154344.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\106461\154344.jpg,106461,20,Costus scaber Ruiz Pav.,field
train/photo/106461/154338.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\106461\154338.jpg,106461,20,Costus scaber Ruiz Pav.,field
train/photo/106461/154348.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\106461\154348.jpg,106461,20,Costus scaber Ruiz Pav.,field
train/photo/106461/154341.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\106461\154341.jpg,106461,20,Costus scaber Ruiz Pav.,field
train/photo/106461/154120.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\106461\154120.jpg,106461,20,Costus scaber Ruiz Pav.,field
train/photo/106461/154343.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\106461\154343.jpg,106461,20,Costus scaber Ruiz Pav.,field
train/photo/106461/154339.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\106461\154339.jpg,106461,20,Costus scaber Ruiz Pav.,field
train/photo/106461/154337.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\106461\154337.jpg,106461,20,Costus scaber Ruiz Pav.,field
train/photo/106461/154122.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\106461\154122.jpg,106461,20,Costus scaber Ruiz Pav.,field
train/photo/106461/154113.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\106461\154113.jpg,106461,20,Costus scaber Ruiz Pav.,field
train/photo/106461/154342.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\106461\154342.jpg,106461,20,Costus scaber Ruiz Pav.,field
train/photo/106461/625.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\106461\625.jpg,106461,20,Costus scaber Ruiz Pav.,field
train/photo/106461/154124.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\photo\106461\154124.jpg,106461,20,Costus scaber Ruiz Pav.,field
train/herbarium/106461/153999.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\106461\153999.jpg,106461,20,Costus scaber Ruiz Pav.,herbarium
train/herbarium/106461/154323.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\106461\154323.jpg,106461,20,Costus scaber Ruiz Pav.,herbarium
train/herbarium/106461/154231.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\106461\154231.jpg,106461,20,Costus scaber Ruiz Pav.,herbarium
train/herbarium/106461/154219.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\106461\154219.jpg,106461,20,Costus scaber Ruiz Pav.,herbarium
train/herbarium/106461/154197.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\106461\154197.jpg,106461,20,Costus scaber Ruiz Pav.,herbarium
train/herbarium/106461/154186.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\106461\154186.jpg,106461,20,Costus scaber Ruiz Pav.,herbarium
train/herbarium/106461/154174.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\106461\154174.jpg,106461,20,Costus scaber Ruiz Pav.,herbarium
train/herbarium/106461/154042.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\106461\154042.jpg,106461,20,Costus scaber Ruiz Pav.,herbarium
train/herbarium/106461/154145.jpg,D:\AML\AML dataset\Herbarium_Field dataset\AML_project_herbarium_dataset\train\herbarium\106461\154145.jpg,106461,20,Costus scaber Ruiz Pav.,herbarium
